labels,sentences
1,Love is overwhelming In all its manifestations Gorgeous absolutely gorgeous Tudor Chirila Maria Popistasu and Ioana Barbu one truly dramatic story about love in all its shapes a story about the undecipherable ways of young hearts about life and lost innocence all directed by the skillful eye of Tudor Giurgiu With a magnificent soundtrack featuring Faultline  Chris Martin and Vama Veche it surprises in every way leaving behind the sour taste of misunderstanding love Truly remarkable Is it me or is Romanian cinematography slowly but surely advancing and gaining respect This is a brilliant film Two thumbs up to everybody involved
1,Last night I saw A PECK ON THE CHEEK KANNATHIL MUTHAMITTAL with English subtitles Oddly it was 137 minutes longslightly longer than the time listed on IMDb At first I found myself losing interest in this film because the rather confusing style of filming really lost me The context for what was occurring was missing and I am glad I stuck with it At the beginning a young couple is married and shortly after the wedding war breaks out in their native Sri Lanka and the lovers are separated Months later the wife is very pregnant and on board a refugee vessel heading to India At a refugee center you see the lady about to give birthafter which the titles to the film finally are revealed The entire focus of the film then changes completelyto a young girl who is about to turn 9 in Madras India You see her in her home and she talks to the camera about her life and family None of this seems that interesting or important and you wonder what is missingwhat about the lady who was about to give birth My wife and I debated this and we finally guessed that this little girl was actually the child of the lady in the first part of the film Somehow or another she had been adopted and was talking about her life with mom and dad 2though she did NOT realize these people were not her biological parents Soon after this the parents revealed themselves to be total idiots one of the complaints I had about the film as they decided to tell this very young girl the truth about her parentage AND tell it in a way that left the girl emotionally screwed up and confused Despite a stupid decision and telling her in the worst way the parents made up for this by agreeing to help her find her biological mother Seeing the impact all this had on the girl and parents particularly the adoptive mother was impressive to watch and sure sparked my interest Unfortunately Sri Lanka has been involved in a very very long and brutal civil war with Tamilese militants off and on for three decades The familys decision to look for the mom back in Sri Lanka was indeed noble but also a bit stupid at timesas they took so many risks and nearly got killed again and again by just blindly jumping into the middle of a war This was all exciting and captivating but also left me wondering about the sanity of the adoptive parentsfirst you tell her she ISNT your biological child and now you take her in the middle of a WAR ZONE Sure the kid really wanted to meet her biological mother but this really was stupid in hind sight If it were me I might have been tempted to pay an unemployed actress to play the part and fool the kidthus avoiding being in the middle of a war Despite my complaints the film was lovely to watch and was very rewarding Far from perfect it sure hits an emotional home run Also while I expected this because I have seen several Indian films many Westerners will be a bit surprised by the vivid songs that seem to come out of no wherethis IS standard in most films from Indiaincluding those made in Bollywood Bombay and TamilwoodKollywood Madras
1,As a producer of indie movies and a harsh critic of such I have to say I loved this movie It is funny and intelligent well directed and entertaining Hats off to the producers and directors for making a good one Ill be watching for the next one I gave it a 10
0,A plane carrying a rich scientists daughter goes down in thick wilderness He assembles a group to go and find her and the others but the rescue party soon suspects that something is stalking them Then ulterior motives for the expedition are revealed and that only adds to the already existing tension The movie is a decent idea and a take on the popular Sasquatch legend was bound to wind up on film sooner or later However the films direction breaks a fundamental rule of horrorthriller directing and that is showing too much too soon Of course the audience knows there is something stalking the characters just read the title But showing what should have been the films kicker that early just ruins most of the suspense and as a direct result much of the fun The film also lacks a good atmosphere and there are almost no landscape shots that show the expanse of the wilderness but there are plenty monster pointofview shots that add nothing to anything They actually knock off Predator quite shamelessly The lowbudget horror film Wendigo did what this film tries to do much better Some of the character tensions and a nonclichÃ© ending manage to make up for this rise above the crap pile but it is still poor and given the premise and potential very disappointing  410 Rated R for some violence and profanity but its pretty tame compared to most Rrated horror
0,Although I am generally a proponent of the wellmade film I do not limit myself to films which escape those boundaries and more often than not I do enjoy and admire films that successfully break the rules And it is quite true that director Pasolini breaks the rules of established cinema But it is also my opinion that he does not break them successfully or to any actual point Pasolinis work is visually jarring but this is less a matter of what is actually on the screen than how it is filmed and the jumpiness of his films seem less a matter of artistic choice than the result of amateur cinematography This is true of DECAMERON Pasolini often preferred to use nonactors and while many directors have done so with remarkable result under Pasolinis direction his nonactors tend to remain nonactors This is also true of DECAMERON Pasolini quite often includes images designed to shock offend or otherwise disconcert the audience Such elements can often be used with startling effect but in Pasolinis hands such elements seldom seem to actually contribute anything to the film This is also true of DECAMERON I have been given to understand there are many people who like even admire Pasolinis films Even so I have never actually met any of them and I have never been able to read anything about Pasolini or his works that made the reason for such liking or admiration comprehensible to me Judging him from his works alone I am of the opinion that he was essentially an amateurish director who did not break the rules so much by choice as by lack of skilland who was initially applauded by the intelligentsia of his day for  existential boldness thereby simply confirming him in bad habits as a film maker I find his work tedious unimpressive and pretentious And this too is true of DECAMERON It is also sadly true of virtually every Pasolini film it has been my misfortune to endure
1,It was a doubly interesting experience For some reason the greatest scientific mind of the 20th Century had never been the central figure in a movie The closest I can think of as films with Einstein in them are CHAMPAIGN FOR CAESAR where like a deus ex machina the great man is heard clarifying a point on a radio quiz show so that Ronald Colman is proved to have given the correct answer after all and in BULLSHOT where the great Albert is one of a dozen leading physicists and scientists who are drugged with cannabis by the villain intent on stealing some machines of theirs It is notable that in those two cases and in IQ we are dealing with comedies So far nobody has tried to do a serious film about the life of Einstein like John Hustons attempt to do one on FREUD with Montgomery Cliff I guess it is just too hard to get the world of mathematical equations or the secrets of electromagnetic field theory into exciting dialog But then only three years ago Russell Crowe and Christopher Plummer did A BEAUTIFUL MIND Maybe nobody really has tried Subsequently after writing this I remembered the successful comedy YOUNG EINSTEIN with Yahoo Serious about ten years ago But that is an exception and it was a spoof The other surprise was the actor playing the great Albert It was Walter Matthau here taking time away from the series of films he did with Jack Lemmon in that last decade of their careers Matthau was a highly capable and gifted character actor in both comedy and drama but normally his comic personas were variants of his Whiplash Willie Gingrich from THE FORTUNE COOKIE They were connivers and gonifs Later they would shed their criminal propensities because we had grown to like them but they remained grumpy types But his Albert Einstein happens to be genuinely sweet More like his Kotch than like Willie Clarke He plays Albert as good old uncle Albert It seems that Matthaus Einstein is living in Princeton with his niece Catherine Boyd Meg Ryan and she is seeing a stuffy professor named James Morland Stephen Fry But Frys car needs repairs and they take it to the auto shop where Ed Walters Tim Robbins works Robbins falls for Ryan who is attracted to him  but finds that he lacks the mental equipment that she admires Good old uncle Albert aided by his three friends Lou Jacobi Joseph Maher and Gene Saks decide to give their assistance to Robbins and make him an apparently unrecognized physics genius This will open the doors of romance between him and Ryan provided Ryan is impressed and Fry does not spoil things as he hopes to do The atmosphere is sweet as when Matthau and his chums rig up a super physics quiz that they help Robbins cheat on by switching the positions of their bodies The plot eventually leads to the outright lie that the brilliant Robbins has constructed an atomic powered rocket ship  which brings in the interests of the nation in the figure of President Eisenhower Keene Curtis It was a charming comedy and an interesting stretch for Matthau in that he was not as hyper as normal but far more subdued
0,This is just about the WORST piece of garbage Ive ever had the displeasure of sitting through The story was embarrassingly amateurish the graphics were horrible and the acting Ive never seen worse acting in my entire life A kindergarten class could come up with a scarier better written and more entertaining concept than this I pity anyone who wastes their time on this film as well as the actors who agreed to doing the job It was obvious that they were not given appropriate direction The writers must have spent their time at film school in the back room playing peaknuckle A lot of professors wasted a lot of time on these two I would be truly embarrassed to admit that I knew them
1,Its a spoof its an intelligent comedy it has some a pathetic action and choreography and mind it it is intentional good hummable songs good performances by the entire cast brilliant by Amir Salman and Paresh and over all an script which is so rare in Indian cinema that too in comedy watch David Dhawan Harmesh Malhotra etc Story is of two wastrels whose only aim is to get rich and famous by any which ways They come across one such way when they find out that a rich NRI is coming India to get married Rest of the story is about oneupmanship and how these wastrels try to out wit each other Entire cast is perfectly cast right from Deven Verma till Viju Khote Songs are rightly placed and are funny Surprise package is Salman who acts with perfect timing and this particular act gave him his style of comedy All an all a fum film which you should not ignore if you like and watch Indian Cinema
1,Nicolas Mallet is a failure A teller in a bank everyone walks all over him Then his friend a writer whos books no one likes has a plan to change his life Our hero tells his boss he is quitting He intends to spend the rest of his life making a great deal of money and sleeping with a great many women And he manages to do just that If it were not for the amount of death murdersuicidenatural causes in the film this would be a farce There are numerous jabs at marriage politics journalism andlife JeanLouis Trintignant is a likable amoral rogue Romy Schneider is at her most appealing Definitely worth a look
1,Those two main characters Erkan and Stefan are a munich comedy act I was wondering if this is one of these typical slapstick movies where the story is either not important or simply not existing But when I saw this movie I was very happy that there is a cool story and the main characters really fit in it All in all very amusing and not a common german movie
0,I am a German student so sorry for eventually mistakes Im working on it   The stylistic very interesting converted and with effective sound effects accentuated platitudinous action of the drama deflect in no way from the horrible bad actors insincere and unnatural moves and expressions of feelings and makes so the relatively weird and senseless story less better Just the typical slashergenre with in this case very odd action Many byplays destroy partly the main story and let the viewers up to the end into the dark create weirdness and let surmise the senses of actions and the point mere hazily For sure its an hit for slasherfans but not for me But although the interesting style of cinematography and adeptly use of light is turned out well So not the best one
0,This owes a great deal to the plot of CAPTAINS COURAGEOUS Although he is quite grown up it is partly the story of a wealthy lad who is shanghaied as a crew member aboard a cargo vessel and becomes a man in the process Moran of the title is a boyish young woman also brought up on a vessel owned by her father When the cargo burns she and crew members are evacuated to our lads ship However the captain has smuggling on his mind and his intentions are not honorable where Moran is concerned The inevitable ensues  our lad falls for the mannish Moran and she for him In the end evil is subdued and the lovers are united Some interesting dialogue points out that Moran belongs to no man and no woman A nod to Sappho here Dorothy Dalton is appropriately sexless as Moran and not too attractive either Valentino does well in a romantic action role His sexy build and physique are shown off to advantage and the role is quite a masculine one He is very appealing This is no great film but it passes the time What it really showcases is Valentinos beauty and sexiness
1,I am only 11 years old but I discovered Full House when I was about five and watched it constantly until I was seven Then I grew older and figured Full House could wait and that I had more important things to do Plus there was also the fact that my younger brother who watched it faithfully with me for those two years started to dislike it thinking it too girly  Then I realized every afternoon at five it was on 23 and I once again became addicted to it Full House has made me laugh and cry Its made me realize how nice it would be if our world was like the world of Full House plus a mom I have heard people say Full House is cheesy and unbelievable But look at the big picture three girls whose mom was killed by a drunk driver The sisters fight and get their feelings hurt The three men who live with the girls can get into bickers at times Whats any more real than that  If anything the show has lifted me up when Im down and brought me up even higher when I thought I was at the point of complete happiness I have howled like a hyena at the show and gained a massive obsessiveness over Mary Kate and Ashley Olsen Of course Hilary Duff has now taken that spot but they were literally the cutest babies I have ever seen They are great actresses and seem to be very nice people
1,Ah Hitchcock Its hard to find a bad Hitchcock movie until he lost it after THE BIRDS 1963 and SABOTEUR proves the point Having admired most of this directors work for many years I had managed to skip this one perhaps from lack of interest in Priscilla Lane and Robert Cummings as lead actors I was of course familiar with the Statue of Liberty climax from having seen it repeatedly in film retrospectives but I wrongly assumed the story leading up to it might not hold my interest Was I wrong The suspenseful plot gets cooking right off the bat through a chance encounter between the Bad Guy Saboteur and the Good Guy Wrongly Accused protagonist and continues zooming along through a series of further chance encounters and narrow escapes Familiar Hitchcockian elements are all there the innocent person wrongly accused of a crime people not being what they seem to be dramatic or unlikely locations that intensify the suspenseful scene being played out within them an airplane hangar a ranch a bridge from which the handcuffed hero hurls himself to escape the police a sumptuous charity ball in a palatial mansion an upper floor of a skyscraper and finally the torch of the Statue of Liberty Throughout is humor provided by supporting players generous dollops of early WW2 vintage social comment moments of human warmth where suffering people find it within themselves to lend a hand to help a fellow human getting nothing in return Â– in short there was always a basic humanity at the core of Hitchcock however grisly the trappings  a sensational cast of supporting players chiefly Otto Kruger as the slickest villain this side of George Sanders his Broadway credits include the male lead in Noel Cowards PRIVATE LIVES Â– and that says it all and weaselly Norman Lloyd as the titular saboteur not to mention Alma Kruger Â– no relation to Otto Â– as a prominent society dowager involved in fifth column intrigue her character foreshadows that of Claude Rainss mother in NOTORIOUS Priscilla Lane does a fine job with a difficult role For most of her early scenes we cant tell whether she believes the hero to be innocent or guilty and she seems constantly to shift her opinion not coming over to his side fully until late in the proceedings One cannot ascertain whether her acting is at fault or whether we are meant to be kept in a state of uncertainty but the plot developments are so swift fun and clever that we really dont care what she thinks Then there are the peculiar Hitchcock touches that have nothing to do with the plot Twice the Lane character pauses to get change for a quarter Â– once to reimburse her kidnappers for an ice cream soda and again to make a call from a phone booth Why these scenes were inserted are anybodys guess perhaps to make the film seem more realistic and thus heighten the believability and suspense Or perhaps to give the audience a moment to catch its breath Some of the characters are over the top Â– the garrulous truck driver the impossibly kind and trusting blind man living alone in a spotlessly maintained forest cabin the politicalphilosophyspouting human skeleton and other members of the circus caravan who hide the protagonists from their pursuers
1,After seeing this film at the SF Independent Film Festival I couldnt wait to hear about how to get a copy Jim McKay gave a talk QA about the film afterward which presented his ironic situation how to get distribution for a film which portrays minorities women nonwhites working on resolving controversial issues teen pregnancy teen motherhood racial identity singlemother households and how to write a faithful script on all of these topics being a midthirties white male The multiracial multigendered audience of mostlyadults raved about the films fantastic storyline detailed characters and fantastic portrayal of real teen life Most of the teens however had left the buildingleading me to think this is a film best seen by adults with kids as a starting point for discussion rather than as many adults there felt a film teens should see because its about them Hence distribution questionshow do we get our hands on it The Internet retail would be a great paththis is a film that will be buried like Pups or other radical modern teen filmsand McKay seemed responsive As for his credits as a writerdirector McKay was extremeley sensitive and detailed in his workallying himself to the Crown Heights neighborhood in which the film is set working with actors to portray characters in their own vision of what they think should bewith the results being disarmingly realistic
0,This movie was by far the worst movie Ive ever had to endure I couldnt believe that they tried to pass it off as a serious movie it was so bad I couldnt even laugh at its pathetic attempt to entertain me If you want cheesy horror that you can laugh at rent Dr Giggles instead
1,IQ is a cute romantic comedy featuring two great actors that seem to click well on screen Plot is a typical guy wrong for girl guy gets girl format but makes the solid point that one must love with the heart and not the the mind Addition of Albert Einstein and his band of geniuses provides excellent comic relief Overall a good movie Not great but good
1,I LOVE the Doodlebops My son has been watching them for over a year We went to the Doodlebops concert last year as well as one concert yesterday connecticut He LOVES them The doodlebops do not teach the alphabet or numbers but who cares are you being serious the TV isnt suppose to teach your children about numbers or the alphabet the parents should Get over it The Doodlebops actually CAN sing Deedee has a beautiful voice and in concert you can tell all 3 of them have nice singing voices and do NOT lip sing Imagine they dance jump around and STILL sing they have talent the kids love them i even enjoy watching the show This show is by far the best show on TV for kids AND a rock band for children How amazing is that Why are people saying Chad rooney is gay where did you hear that from Whether he is or not He is awesome Leave him alone Its not like he or anyone else is promoting homosexuality to our children
0,Another British cinema flag waver Real garbage on offer here once again I cannot understand and I am British why this over the top patriotic nonsense was ever made EIGHT years mark you from when the second world war had actually ended Other commenters here have remarked on the editing and apparent seamless use of archive footage This is extremely poorly observed The archive footage is in abundance Model aircraft swing from wires in the action scenes like so many childrens kites in the wind The usual map room sequences tattoo the movie to make us supposedly drawn into the whole Malta event Guinness must have his worst acting performance ever The shocking back drop dog fight scenes are laughable Hawkins bores us all to death in the map room area Ealing made many great movies This clearly is not one of them They should have stayed away from such unconvincing rot
0,Spoilers I hate this one but it is better than the others after this they just keep getting worse I hope Gibson has the smarts to stay out of the next one A lot of the same with humor ie the toilet kids etc How much farther can we watch their relationship evolve Drugs bad guys why South Africa I found that unbelievable maybe South American some country in the Golden Triangle would have made the script better It seems the late 80 early 90s had the blond bad guys ie Die Hard the mighty Ducks play Ice Land Gary Busey in the last Weapon etc Hollywood repeats itself over This one with a similar story has to go over the top The attacking the police the beach condo scene and the fight at the end and way over the top Gibsons girlfriend killed by the copper attack were too much Like many part 2s they get worse and 3 or 4 in this series picks up speed downhill 310
1,Pickup On South Street is one of the most brilliant movies ever made An example of the directing When Candy Jean Peters starts going through her purse and notices her wallet is missing an alarm goes off in the background in the building shes in  as if its an alarm going off in her head Its not cartoonlike  its subtly woven into the background in a way that strikes you on a subconscious level until youve seen the film a few times and it just clicks that theres an alarm bell going off when she starts frantically going through her bag Richard Widmark is way on top of his game as a smartalec  hes really great  but the highlight performance of the film was the first scene for Moe the street peddlerinformer played by Thelma Ritter Later in her apartment you are not seeing a movie  youre seeing a real person Ive never seen anyone act so real I felt like I was looking into a real room until Ritters performance  right down to the way her hair stuck out a bit when she removed her hat  About a million other things just worked from the way Lightning Louie picks up money with his chopsticks to the way Candys jewelry clicks when she flicks Moes hand away from her brooch to the way Moe gets the dollars and change from the police captain across the FBI guys chest  and even the way the captain opens his filing cabinet like hes been doing it in that way in that room for many years Pickup On South Street is detailed moves directing with consummate performances acting and superb nownostalgic visuals of the day such as the panel truck the boards leading to the shack out on the water the dumbwaiter  and the unforgettable place Skip stashes his pocket pickings Wonderful stuff Pickup On South Street is also one of the few movies where even though the characters arent perfect you do care about them  perhaps because they have been somewhat branded by their pasts in ways that are hard to escape Skip as a threetime loser and Candy as a youngish woman who has knocked around a lot When these people behave a little more badly than youd expect its in sort of novel ways that make it seem youre looking in at people youd never otherwise imagine  and yet you know that they are possible because the actors make them so recognizably human
1,Just went on YouTube and finally watched this Oscarnominated animated short directed by Richard Condie I had previously watched his funny Getting Started there In this one a couple are playing Scrabble The wife keeps shaking her eyes while her husband has nothing but Es on his side The wife leaves for a while to vacuum her bed and bathtub before catching her husband looking at her side Briefly before this the husband catches a TV show called Sawing for Teens with the stars sawing something and the husband getting his own saw That program gets interrupted by a special report of a nuclear war happening the newsman is a skeleton here as everyone panics outside though the husband fell asleep during this time and thinks a parade is going on as he and his wife continue arguing about the gameTheres plenty of other bizarre things going on before the touching ending comes on Quite hilarious and well worth seeing for any animation buff out there Cant wait to see any more animated shorts from Mr Condie
0,This movie is really BAD there is nothing appealing or worth of commentary in it except for the beautiful settings Chilean landscape I know I must supply four lines as a commentary for this movie but the thing is that it is such a bad movie that I can only say that is actually BAD Michael Ironside is the only one who saves the money in the film
1,No this is not no Alice fairy tale my friends This Wonderland fable is based on the true story of the gruesome bloody Wonderland murders that occurred back in 80s California At the center of this bloodbath was no other than Johnny Wad himself Yes John Holmes Daddy dingdong used other shotguns than his infamous 13inch milk machine Besides being a legendary adult film actor Holmes was as also a hardcore drug addict who befriended various Hollywood junkies Val Kilmer was occasionally majestic as Holmes but for once this Holmes character did not milk it through completely The film possesses a whos who of supporting players Josh Lucas  Dylan Mcdermott as Hollywood riffraffs  Kate Bosworth  Lisa Kudrow as the women in Holmes life and Eric Bogosian as a menacing Tinsletown entrepreneur These characters do play integral parts directly or indirectly in the Wonderland murders Out of this support group it was Josh Lucas who was the most fierce  impressive as the ardent Ron Launius Lucas is gradually escalating into a major Hollywood player with such charismatic turns in A Beautiful Mind  Sweet Home Alabama Director James Cox sometime proved to be a bit of a coxsucker by displaying a vast amount of overextended scenes just like Holmes famous organ Holmes was eventually acquitted of the Wonderland murders He died of complications from the Aids virus Wonderland will keep you wondering what really happened that bloody night and if Holmes really laid out his weapon Oops Wrong Holmes movie Ok That is enough before I get penislized I mean penalized Bye Holmies  Average
0,First I like S Segal But in this movie he has hit rock bottom and started to dig THE PLOT What plot Very strange and unbeliveable plot THE ACTIONS WAY below Segals standards THE GOOD PARTS Mr Segal is a pro And shows it Thats it SUMMARY I could write and have done so a better script for Mr Segal In case you read this Stephen mail me Ill give you a better script to do a better movie The only realistic part is the one where see spoiler part SPOILER PART stop reading here if you plan to see the movie    Gas leak Wow Disecting a Blackboxrecorder in a hotel room I work in the industry laughable The bad guy gets away that much is true in life
1,Comic secret agents have made a comeback in recent years with Mike Myers Austin Powers and Rowan Atkinsons Johnny English and more recently Steve Carell in the bigscreen version of the hit 60s show Get Smart Back in 1974 it was David Jason who was wearing a shoulder holster and carrying an attachÃ© case full of documents marked Classified The Top Secret Life Of Edgar Briggs was his first starring role in a sitcom after years of being a supporting actor in such shows as Six Dates With Barker the Doctor series and Hark At Barker Humphrey Barclay had found him working in a pier theatre in Bournemouth and was sufficiently impressed to include him alongside Michael Palin Terry Jones and Eric Idle in the childrens comedy show Do Not Adjust Your Set TTSLOEB cast Jason as Edgar Briggs a wellmeaning but incompetent agent for the Secret Intelligence Service Whereas John Steed wore a bowler hat Briggs had a trilby Whereas Napoleon Solo carried a radio pen Briggs owned a pipe Objects fell to bits in his hands He read Confidential documents in bed while his wife  Barbara Angell  perused Womans Own  on one occasion it would be the other way round  When he tracked a pair of Russian agents to a heliport he accidentally switched on the airports Tannoy system and broadcast his plans to capture them When he hid on a train so as to photograph a meeting between an SIS man and his enemycontact it moved off with him aboard and took him straight to Brighton When he tried to organise the defection of a female Russian scientist he took a short cut to elude his pursuers only to wind up hopelessly lost in a car park Yet like Inspector Clouseau he always seemed to come out on top at the end much to the dismay of his colleagues As previously mentioned he was married His wife Jennifer was understanding about the sort of work he did Though they had a row once which resulted in her yelling at him from the window of their highrise flat Secret Service this Secret Service that You never stop thinking about the Secret Service He shouted back Think of the neighbours Theyre not supposed to know Im in the Secret Service Briggs was part of a team of agents whose number included Coronation Street villain Mark Eden  he was the psychotic Alan Bradley  as Spencer Michael Stainton as Buxton and Doctor At Seas Elisabeth Counsell as the lovely Cathy Strong They answered to The Commander played by the late Noel Coleman The Commander was kidnapped in one episode leaving Briggs temporarily in charge of the SIS  which naturally horrified everyone This hilarious show was by Richard Laing and Bernard McKenna who had written for the Doctor series Rather than spoof Bond it was more of a sendup of the serious spy shows such as Callan  though it had a Bondstyle theme tune  Furtive meetings in underground car parks codebreaking stolen missile plans that kind of thing Jason brought a lot of energy to the role doing a lot of his own stunts such as Briggs falling off a ladder whilst decorating his flat and tumbling down a hill in a wastepaper bin and were reminiscent of those to be found in the Pink Panther films Briggs had all the ingredients to be a smashhit Unfortunately it was not networked In the London area it was put out on Sundays at 725 PM where it was trounced in the ratings by the BBCs soapy drama The Brothers It was then moved to Fridays at 7 PM because ITV wanted to showcase its latest American import  the TV version of Planet Of The Apes Briggs never found an audience A similar fate befell Jasons next major show 1976s Lucky Feller It was not until 1977 and A Sharp Intake Of Breath that he found his first successful solo vehicle You can see the title sequence  along with two brief excerpts in German  for this series on YouTube Unfortunately that is all you can see Jason will not permit his early starring shows either to be repeated or released on DVD A great shame For the moment however Edgar Briggs life will have to remain top secret CODA I have seen a number of episodes recently and Im pleased to say it stands up incredibly well
1,Amazing performance from Simon Pegg who just gets better and better with every role As usual he plays the part of a very cringy character who makes you want to hide behind your cushion in embarrassment for him sometimes but thats what Pegg is all about The laughs were regular and eye watering and everyone of them aimed at Penn The movie was very cleverly put together where every character plays a very sophisticated and serious part with Penn being the only humour involved which is a huge credit to the Director Robert Weide And I cant let this one go without a quick round of applause to Gilliam Anderson who shone throughout Highly recommended to all
0,This movie was beyond disappointment Well acted story that means nothing The plot is ridiculous and even what story there is goes absolutely nowhere It truly isnt worth a nickel buffalo or otherwisepun intended
1,The Running Man is one of those films that if overwatched would become boring and depressing even My advice is to watch it maybe once or twice a year with a couple of mates and a few drinks In todays climate of TV Media domination and the capitalist mode in society it really does work as a revisionist social commentary post 1980sboom Forget that though There are other brilliant and better reasons to watch this film Schwarzenegger is on top form as Ben The Butcher of Bakersfield Richards and the inclusion of Bondbelting one liners was completely inspiredthety are truly legenddary with his rant to Killian over a camera the main highlight The design of the stalkers is authentically American and mirrors the characterizations seen in the PC Gladiators TV show and the WWE as well Buzzsaws grisly end will chill any viewer to the core as a foot note why does his death stand out as particularly disturbing in what is ostensibly an upbeat actioner with a bitter sense of humour Jesse Venturer and Sven Ole Thorssen are great as backing muscle and are Arnies buds in real life and its even got Mick Fleetwood in it too What more could you ask for I highly recommend the Running Man if youre looking for a great piece of entertaining action with a glossty finish and some great characters Just dont expect an education from it at least on surface value Quality I bloody love it actually You will too unless youre a thesp 710
0,This is a strange sex comedy because theres very little comedy but a whole lot of sex  most of which takes place in the back of a car and is so graphic it makes BASIC INSTINCT look like an edition of TELETUBBIES  I kid you not  the sex in this film is so in your face it might just choke you  especially if youre watching with your grandparents  As for the rest of RITA  SUE AND BOB TOO theres not much else worth mentioning except the language where every single sentence seems to contain the F word  This a rather bleak hyperrealist British film made at a time when Channel 4 was the main investor in British movies which explains its made for television low budget feel
1,El Padrino has just been released in Europe and is really kicking ass This film with its great cast  Damian Chapa  Blood in Blood Out  Robert Wager Jennifer Tilly Robert Wagner and many more   is the best gangster movie since SCARFACE A Film that everyone MUST SEE 2 hours full of action with fantastic unbelievable stunt  GRACIAS JENNIFER  We are eagerly waiting for part 2  Does anyone know if there will be one  Keep up the good work  I loved it 
0,Humour is a very individual thing and the audience at the sneak preview of The Wog Boy seemed to enjoy it more than I did I found it an anachronistic affair more representative of the old fashioned racial humour of the Australian cinema of the 1960s and 1970s The boy meets girl plot never takes off because of a lack of chemistry between Lucy Bell and Nick Giannopoulos while I found laughs thin on the ground If you want to spend your money on this wait until its on video
1,REIGN OVER ME 2007  Adam Sandler Don Cheadle Jada PinkettSmith Liv Tyler Saffron Burrows Donald Sutherland Robert Klein Melinda Dillon Mike Binder Jonathan Banks Rae Allen Paula Newsome At times affecting and at times middling dramedy about a thoroughly depressed man who lost his family on 911 Sandler in his best role since PunchDrunk Love who winds up reunited with his old college roommate and friend Cheadle continuing to do impressive work with every role to date a welltodo dentist who seems to have it all Â– family wealth happiness Â– but really sees an ally in freedom with his troubled friends own personal life offerings Written and directed by Binder who costars as Sandlers formerbest friend and acting accountant with equal parts humor and genuine heartache the film works best when the two stars share the screen until the last act falls into an almost movieoftheweek treacle with to tidy a solution to the matters at hand
0,This is a voice of a person who just finished watching the second season of Rome almost at one go and grabbed the opportunity to see what happened next  this film conveniently takes off where Rome ends If you find Rome an abomination a foul mouthed screwfest of little historical accuracy then you might enjoy Imperium Augustus But if you feel Rome is a good thing if you enjoy the complicated intrigue the ambiance of decadence and the work of the actors then Imperium will obviously appear to you as an overly timid superfluous and tedious soap opera with not many redeeming factors There are some actors who for my taste look somewhat better than these in Rome I especially disliked Romes image of Cleopatra as a drugsoaked sex addict There must have been a great deal of strength and dignity in that woman and the actress in Imperium suits the part much better OToole and Rampling are good and so are some others But then If you have come to know  and love  Atia as the super cool bitch youll find the depiction of her in Imperium  as a tearjerking mother goose in an apron  absolutely ridiculous There are supposed to be some bitchy characters in Imperium but these actresses rely heavily upon staring at the men and nothing much more Youll find no interesting female characters in this epic Theres also the painfully comic Maecenas whom we see as a screeching drag queen even though there is little historical evidence that he was such hes once referred to as being effeminate in his pleasures in the annals The interiors are rather meager and rely on clichÃ©s upon clichÃ©s Cleopatras big hall looks like something out of a computer game or a childrens play room in an Egyptian theme park Theres a looooooooot of really poor 3D graphics not up to 2003 standards The action is presented as a series of flashbacks the aged Augustus is reliving So we get a quick look at some historical events some of which are presented well whereas some are not An disproportional amount of time is wasted to show Livia as the eternal flame of Augustus This affair doesnt sizzle for even a moment the dialog is superlame and everything is seasoned with tacky tearinducing musical score Whatever amount of reality the show aims to capture every last shred of it is destroyed by the dry synchronized dubbing most of the actors are non English speakers Everything is lukewarm in this epic True there are more historical accuracies than in Rome but dramatically speaking its plain boring The characters lack depth and the dialog sharpness Camerawork is often reduced to static shots and lighting offers nothing to please your eye Theres really noone to love and noone to hate in Imperium Regardless of whether you liked or disliked Rome there are much better films and miniseries around Ancient Rome The Rise and Fall of an Empire would be one thing I recommend
0,This movie was bad beyond belief I saw it during the 2004 San Francisco Film Festival Before it started the owner of the theatre got up and told us how half the audience had left the theatre the night before which happened to be its world premiere I dont think anyone in the theatre understood just how bad the movie was going to be at that point We all understood by the end  Its not a documentary though it was sort of sold as one Dark Angel was a bad biography and misguided homage to Bettie Paige in which half the movie is actually just remakes of old Bettie Paige movies The movie is only 90 minutes long and the content of those 90 minutes is sub par to say the least A scene would start going then someone would say wow youre so great Bettie why dont we make another movie this would be followed by a 5 minutes of a Bettie Paige remake which was almost as ridiculous as and even more boring than the normal part of the movie by the end of the movie people were laughing every time another Bettie Paige movie remake came up it was that ludicrous I heard a lot of laughter in that theatre but people were not laughing with the movie maker they were laughing at the movie and its poor content and structure This was easy to tell as the parts that would get the most laughs were the ones which were supposed to be serious or revelatory  I know movies are expensive I have seen many cheaply made independent films but somehow the cinematography and quality of this movie set it apart from anything else I have ever seen The movie looks like it was made for 12 The cuts the graininess and the lack of a sensual plot made this a memorable experience This movie makes Dude Wheres My Car look like Citizen Kane  My friends and I left the theatre feeling like we had just paid 8 dollars to be tortured The only redeeming part of the experience was that we got to laugh about the fact that someone had actually made this movie and thought it was good Apparently the previous night the night of the world premiere the directorwriterproducer had been in the audience and had gotten to witness people laugh at and walk out on his movie Bettie Paiges movies were destroyed They should destroy this movie too
